,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños
21,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,Orgullosos de la mejor sanidad de Europa.,orgullosos de la mejor sanidad de europa,Positive,1,0.041757517,0.036059733,0.9221828,False,True,True,False,297600,1056,0.0035483870967741938,977,0.003282930107526882,3899,0.013101478494623656,1586985,0.4734,70
22,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,"El 
@RMBaloncesto
 es doblemente grande: por sus éxitos deportivos y por su compromiso con los valores que nos hacen grandes. 

Gracias por traernos a casa la 11ª Copa de Europa y por haber llevado tan alto el nombre de Madrid y de España.","el 

 es doblemente grande por sus xitos deportivos y por su compromiso con los valores que nos hacen grandes 

gracias por traernos a casa la 11 copa de europa y por haber llevado tan alto el nombre de madrid y de espaa",Positive,1,0.031780057,0.024333017,0.94388694,False,True,False,False,96100,139,0.0014464099895941727,318,0.0033090530697190428,1499,0.015598335067637878,1586985,0.4734,70
23,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-23,"Quiero el mejor sur de la Comunidad de Madrid, con los mejores servicios públicos y en torno a unos valores, a una forma de ver la vida. Por el esfuerzo, el trabajo, la libertad y la vida.",quiero el mejor sur de la comunidad de madrid con los mejores servicios pblicos y en torno a unos valores a una forma de ver la vida por el esfuerzo el trabajo la libertad y la vida,Positive,1,0.050094575,0.07151766,0.87838775,False,True,False,False,132600,566,0.004268476621417798,406,0.00306184012066365,1880,0.014177978883861237,1586985,0.4734,70
24,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-24,"Una gran universidad, un excelente hospital público, colegios, institutos, centros de salud, Metro… 

El PP ha llevado los mejores servicios a Móstoles.

Pido una amplia mayoría para el mejor Madrid.","una gran universidad un excelente hospital pblico colegios institutos centros de salud metro 

el pp ha llevado los mejores servicios a mstoles

pido una amplia mayora para el mejor madrid",Positive,1,0.17455792,0.064038396,0.7614037,False,True,False,False,108800,377,0.003465073529411765,347,0.003189338235294118,1639,0.015064338235294118,1586985,0.4734,70
25,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-25,"Se persigue a los castellanohablantes en su propio país. Sánchez permite que los nacionalistas incumplan las sentencias que amparan a personas, familias y empresas. Los que ahora gritan que “España es machista, racista, homófoba” callan desde hace décadas.",se persigue a los castellanohablantes en su propio pas snchez permite que los nacionalistas incumplan las sentencias que amparan a personas familias y empresas los que ahora gritan que espaa es machista racista homfoba callan desde hace dcadas,Negative,-1,0.9440259,0.03660356,0.01937057,False,True,True,False,328100,998,0.0030417555623285584,1192,0.0036330387077110637,3350,0.010210301737275222,1586985,0.4734,70
26,PP,Isabel Díaz Ayuso, @IdiazAyuso,912100,2023-05-26,"Entrevista en 
@20m
: 

El domingo hay que ir a votar masivamente.","entrevista en 

 

el domingo hay que ir a votar masivamente",Neutral,0,0.03575115,0.9390434,0.025205517,False,True,True,False,131800,678,0.005144157814871017,653,0.004954476479514416,2600,0.019726858877086494,1586985,0.4734,70
27,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"El 28 de mayo hay un voto que #CuidaLoTuyo
El 28 de mayo #VotaSeguro

¡Vota a VOX!

@monasterioR
 
@Ortega_Smith","el 28 de mayo hay un voto que cuidalotuyo
el 28 de mayo votaseguro

vota a vox


 
",Positive,1,0.08670283,0.14935327,0.76394385,False,True,False,True,10300,9,0.0008737864077669903,126,0.012233009708737865,243,0.023592233009708738,245215,0.0731,11
28,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"El próximo 28 de mayo ya hay una verdadera alternativa en Madrid con 
@monasterioR
 y 
@Ortega_Smith
.

¡Vota a VOX!

#CuidaLoTuyo
#VotaSeguro","el prximo 28 de mayo ya hay una verdadera alternativa en madrid con 

 y 



vota a vox

cuidalotuyo
votaseguro",Positive,1,0.04030244,0.07192092,0.8877767,False,True,False,True,7014,8,0.0011405759908753922,75,0.0106928999144568,164,0.023381807812945538,245215,0.0731,11
29,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Primer acto de campaña en Mercamadrid para apoyar a la España que madruga.

Si VOX gobierna el 28 de mayo, las empresas y los trabajadores de aquí tendrán prioridad sobre los de fuera y los autónomos podrán elegir dos meses al año con cuota bonificada.

#VotaSeguro","primer acto de campaa en mercamadrid para apoyar a la espaa que madruga

si vox gobierna el 28 de mayo las empresas y los trabajadores de aqu tendrn prioridad sobre los de fuera y los autnomos podrn elegir dos meses al ao con cuota bonificada

votaseguro",Negative,-1,0.6772015,0.13886221,0.18393634,False,True,False,False,16500,38,0.002303030303030303,247,0.01496969696969697,480,0.02909090909090909,245215,0.0731,11
30,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Después de muchos meses denunciando el problema desde Vox es un primer paso que se reconozca:

“Madrid tiene un problema en Batán”

Cerremos el centro de Menas. 

https://larazon.es/madrid/madrid-tiene-problema-seguridad-batan_20230511645cebbaea3194000175c48b.html vía 
@larazon_es","despus de muchos meses denunciando el problema desde vox es un primer paso que se reconozca

madrid tiene un problema en batn

cerremos el centro de menas 

 va 
",Negative,-1,0.52907586,0.2226885,0.24823563,False,True,True,False,15900,65,0.004088050314465409,419,0.026352201257861634,936,0.05886792452830188,245215,0.0731,11
31,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,En Mercamadrid lo tienen claro,en mercamadrid lo tienen claro,Negative,-1,0.60387087,0.21676508,0.17936404,False,True,False,True,17000,16,0.0009411764705882353,202,0.01188235294117647,508,0.02988235294117647,245215,0.0731,11
32,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,¡Nos vemos esta tarde!,nos vemos esta tarde,Positive,1,0.011149601,0.25775456,0.7310958,False,True,False,False,10800,72,0.006666666666666667,103,0.009537037037037037,227,0.02101851851851852,245215,0.0731,11
33,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Por desgracias esto no es un caso aislado, es el día a día en muchos barrios y municipios abandonados por la Administración.

El 28 de mayo se va a terminar la permisividad con los okupas.","por desgracias esto no es un caso aislado es el da a da en muchos barrios y municipios abandonados por la administracin

el 28 de mayo se va a terminar la permisividad con los okupas",Negative,-1,0.88798636,0.07557326,0.036440376,False,False,True,False,9959,18,0.001807410382568531,143,0.014358871372627775,254,0.025504568731800382,245215,0.0731,11
34,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Descubre 'El Debate conversa', un nuevo programa del canal Enfamilia con entrevistas en profundidad a personas de referencia en España Rocío Monasterio es la primera invitada al nuevo programa de conversaciones que produce este periódico",descubre el debate conversa un nuevo programa del canal enfamilia con entrevistas en profundidad a personas de referencia en espaa roco monasterio es la primera invitada al nuevo programa de conversaciones que produce este peridico,Neutral,0,0.14468816,0.5233894,0.3319224,False,True,False,True,5975,3,0.0005020920502092051,37,0.006192468619246862,60,0.0100418410041841,245215,0.0731,11
35,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Hoy en San Blas. Se acercan jóvenes a apoyarnos, están cansados de la inseguridad en las calles. 
Sin seguridad no hay libertad. 
Sólo queda Vox.","hoy en san blas se acercan jvenes a apoyarnos estn cansados de la inseguridad en las calles 
sin seguridad no hay libertad 
slo queda vox",Negative,-1,0.94678193,0.031699598,0.021518495,False,True,False,False,18200,61,0.0033516483516483515,254,0.013956043956043955,600,0.03296703296703297,245215,0.0731,11
36,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"📸 Más de 6.000 personas arropan a 
@Santi_ABASCAL
 y a nuestros candidatos 
@FloresJuberias
 y 
@JuanmaBadenas
 en el inicio de campaña de 
@vox_es
 en Valencia.

¡VOX no va a permitir que la Comunidad Valenciana sea una colonia del separatismo catalán!"," ms de 6000 personas arropan a 

 y a nuestros candidatos 

 y 

 en el inicio de campaa de 

 en valencia

vox no va a permitir que la comunidad valenciana sea una colonia del separatismo cataln",Negative,-1,0.8712792,0.06603294,0.06268786,False,True,False,True,14200,23,0.0016197183098591549,220,0.015492957746478873,405,0.02852112676056338,245215,0.0731,11
37,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-12,"Muy bueno el programa de 
@telemadrid
 de 
@ruta179
 👏👏
Por cierto 
@vox_es
 es el único partido que ha presentado candidatura en todos los municipios de la Comunidad de Madrid.","muy bueno el programa de 

 de 

 
por cierto 

 es el nico partido que ha presentado candidatura en todos los municipios de la comunidad de madrid",Positive,1,0.036325447,0.033840843,0.9298337,False,False,False,False,5926,10,0.0016874789065136687,87,0.014681066486668917,206,0.03476206547418157,245215,0.0731,11
38,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-13,"Los delincuentes, pandilleros y okupas saben que si VOX llega al gobierno se les acabará el chollo que les han permitido los demás durante años.

Nosotros estamos del lado de los vecinos honrados y trabajadores.","los delincuentes pandilleros y okupas saben que si vox llega al gobierno se les acabar el chollo que les han permitido los dems durante aos

nosotros estamos del lado de los vecinos honrados y trabajadores",Negative,-1,0.95213056,0.027245093,0.020624362,False,True,False,False,28600,240,0.008391608391608392,382,0.013356643356643357,823,0.028776223776223776,245215,0.0731,11
39,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-13,"¿Cuento con vosotros?

📢Monasterio, contra Podemos: ""Ya saqué al de la coleta de la Ser y ahora me voy a encargar del resto""","cuento con vosotros

monasterio contra podemos ya saqu al de la coleta de la ser y ahora me voy a encargar del resto",Negative,-1,0.88281584,0.0777907,0.039393503,False,True,True,False,95200,600,0.0063025210084033615,851,0.008939075630252102,2734,0.028718487394957984,245215,0.0731,11
40,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-14,"Los comunistas siempre aprovechan los momentos de debilidad del pueblo para hacerse con el poder absoluto, no lo olvidemos.",los comunistas siempre aprovechan los momentos de debilidad del pueblo para hacerse con el poder absoluto no lo olvidemos,Negative,-1,0.8615724,0.08677557,0.051652037,False,False,False,False,3302040,11800,0.0035735484730651354,24300,0.007359087109786677,43100,0.013052537219415876,245215,0.0731,11
41,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-14,"Monasterio (Vox), contra Podemos: ""Ya saqué al de la coleta de la Ser y ahora me voy a encargar del resto""",monasterio vox contra podemos ya saqu al de la coleta de la ser y ahora me voy a encargar del resto,Negative,-1,0.7582739,0.16649127,0.07523489,False,True,False,True,110400,167,0.0015126811594202898,308,0.002789855072463768,1441,0.013052536231884059,245215,0.0731,11
42,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Un fuerte abrazo a los familiares del fallecido anoche en el incendio del Hospital Clínico. DEP. 

Mis deseos de pronta recuperación a los afectados y mi profundo agradecimiento a los servicios de Emergencias.","un fuerte abrazo a los familiares del fallecido anoche en el incendio del hospital clnico dep 

mis deseos de pronta recuperacin a los afectados y mi profundo agradecimiento a los servicios de emergencias",Positive,1,0.0057614846,0.016462283,0.9777762,False,True,True,False,48100,91,0.0018918918918918919,242,0.005031185031185031,785,0.01632016632016632,245215,0.0731,11
43,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Lluvia a San Isidro y un plan hidrológico nacional para los agricultores: ""Lo están pasando muy mal, son los grandes olvidados""",lluvia a san isidro y un plan hidrolgico nacional para los agricultores lo estn pasando muy mal son los grandes olvidados,Negative,-1,0.931986,0.046579715,0.021434367,False,True,True,False,10900,105,0.00963302752293578,100,0.009174311926605505,227,0.020825688073394494,245215,0.0731,11
44,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,"Ya sabemos que el PP aquí defiende el español y critica mucho a Bildu …
Ahora exíjale a su partido que haga lo mismo en el Congreso de los Diputados 
¿Qué van a votar los diputados del PP por Madrid ante la propuesta de VOX para ilegalizar Bildu?","ya sabemos que el pp aqu defiende el espaol y critica mucho a bildu 
ahora exjale a su partido que haga lo mismo en el congreso de los diputados 
qu van a votar los diputados del pp por madrid ante la propuesta de vox para ilegalizar bildu",Negative,-1,0.95713097,0.027973652,0.014895425,False,True,False,False,115600,252,0.002179930795847751,439,0.0037975778546712803,748,0.006470588235294118,245215,0.0731,11
45,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,"¡Feliz San Isidro! Maravillosa mañana en la pradera disfrutando de las tradiciones, la gastronomía y la alegría de los madrileños.

#VotaSeguro","feliz san isidro maravillosa maana en la pradera disfrutando de las tradiciones la gastronoma y la alegra de los madrileos

votaseguro",Positive,1,0.0052185124,0.010613851,0.98416764,False,True,False,False,20400,65,0.0031862745098039215,157,0.007696078431372549,438,0.021470588235294116,245215,0.0731,11
46,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-15,Vox fulmina a la concejal de Parla detenida en una operación contra el narcotráfico:,vox fulmina a la concejal de parla detenida en una operacin contra el narcotrfico,Negative,-1,0.89722,0.08545298,0.017326985,False,True,True,False,412400,1015,0.002461202715809893,1477,0.003581474296799224,4202,0.01018913676042677,245215,0.0731,11
47,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"¡Cuento con vosotros!

#DebateTM","cuento con vosotros

debatetm",Positive,1,0.008903855,0.016544918,0.97455126,False,True,True,False,33600,196,0.005833333333333334,235,0.006994047619047619,597,0.017767857142857144,245215,0.0731,11
48,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Me equivoqué, cada MENA no le cuesta a la Comunidad de Madrid 4.700€ al mes, le cuesta 6.487 € al mes; después nos dicen que no hay para el resto"".",roco monasterio me equivoqu cada mena no le cuesta a la comunidad de madrid 4700 al mes le cuesta 6487  al mes despus nos dicen que no hay para el resto,Negative,-1,0.90785563,0.068347424,0.023796922,False,True,False,True,30800,28,0.0009090909090909091,358,0.011623376623376624,753,0.024448051948051948,245215,0.0731,11
49,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,"Rocío Monasterio: ""Los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre. No se puede premiar al delincuente"".",roco monasterio los okupas fuera y el que okupa se queda sin ninguna ayuda social para siempre no se puede premiar al delincuente,Negative,-1,0.8802401,0.07847372,0.041286267,False,False,False,True,21700,17,0.0007834101382488479,372,0.017142857142857144,1155,0.0532258064516129,245215,0.0731,11
50,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-16,¡Contad con nosotros!,contad con nosotros,Positive,1,0.004579124,0.01667052,0.97875035,False,False,True,False,35300,62,0.0017563739376770537,60,0.0016997167138810198,152,0.004305949008498584,245215,0.0731,11
51,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Mañana jueves os espero en Chinchón! 😘,maana jueves os espero en chinchn ,Positive,1,0.0042425413,0.023987003,0.9717704,False,True,True,False,28300,154,0.005441696113074205,350,0.012367491166077738,1044,0.0368904593639576,245215,0.0731,11
52,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-17,¡Tal cual! 🤣🤣,tal cual ,Positive,1,0.20966229,0.14063117,0.64970654,False,True,True,False,11300,29,0.0025663716814159293,72,0.006371681415929204,211,0.018672566371681416,245215,0.0731,11
53,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,"“Nos cuestan” no es lo mismo que “disponen”. No puede ser que la televisión pública mienta y manipule tanto. La última vez ya la Junta electoral tuvo que intervenir por el trato que me dio su presentadora. 
@rtvenoticias
 está al servicio del gobierno, como en las dictaduras. https://twitter.com/rtvenoticias/status/1658907737256861702","nos cuestan no es lo mismo que disponen no puede ser que la televisin pblica mienta y manipule tanto la ltima vez ya la junta electoral tuvo que intervenir por el trato que me dio su presentadora 

 est al servicio del gobierno como en las dictaduras ",Negative,-1,0.9471197,0.03183312,0.021047117,False,False,True,False,179500,253,0.0014094707520891365,1289,0.007181058495821727,2682,0.014941504178272981,245215,0.0731,11
54,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,Le dejamos las manos libres a Ayuso y no ha derogado las leyes sectarias de la izquierda.,le dejamos las manos libres a ayuso y no ha derogado las leyes sectarias de la izquierda,Negative,-1,0.8595489,0.06723781,0.073213205,False,True,True,False,34700,179,0.0051585014409221905,530,0.01527377521613833,1030,0.02968299711815562,245215,0.0731,11
55,VOX,Rocío Monasterio, @monasterioR,339700,2023-05-18,"Chicos, os espero!",chicos os espero,Positive,1,0.0037746541,0.012176346,0.98404896,False,True,True,False,8869,32,0.0036080730634795353,69,0.0077799075431277485,210,0.02367797947908445,245215,0.0731,11
